#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2024-05-17-04-30-45
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	pkts_filtered	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1715895045.656782	zeek	240	1	580	0	1	0.001942	-	506	20	1	0	0	1	0	0	49	43	0	0	0	0	550	0	0	0
1715895345.656984	zeek	271	8887	5823591	0	8887	0.000322	-	18659	18653	3	1	0	3	5975	1	13780	52	0	0	0	0	22369	0	0	0
1715895645.657913	zeek	271	15	3036	0	15	0.000345	-	360	363	0	0	0	0	3	2	1729	45	0	0	0	0	0	0	0	0
1715895945.659067	zeek	271	728	772774	0	728	0.000983	-	936	930	1	1	0	34	4	1	1808	51	0	0	0	0	1288	0	0	0
1715896245.659865	zeek	271	446	708059	0	446	0.000459	-	468	472	1	0	0	3	5	1	1761	48	0	0	0	0	5682	0	0	0
1715896545.660893	zeek	271	18	3842	0	18	0.001219	-	365	362	0	1	0	0	4	1	1697	49	0	0	0	0	0	0	0	0
1715896846.077313	zeek	271	2146	4130289	0	2146	0.000304	-	475	481	2	0	0	3	3	1	1776	45	0	0	0	0	25069	0	0	0
1715897146.078658	zeek	271	405	695869	0	405	0.000343	-	435	429	2	1	0	2	4	1	1727	53	0	0	0	0	11560	0	0	0
1715897446.080795	zeek	271	365	685310	0	365	0.000386	-	430	434	1	0	0	2	3	1	1738	47	0	0	0	0	12179	0	0	0
1715897746.080989	zeek	271	696	775973	0	696	0.000375	-	842	838	1	1	0	33	4	1	1805	52	0	0	0	0	644	0	0	0
1715898046.082103	zeek	271	366	690949	0	366	0.000418	-	433	438	1	0	0	2	3	1	1732	45	0	0	0	0	1288	0	0	0
1715898346.083188	zeek	271	381	693255	0	381	0.000501	-	456	449	1	1	0	2	5	1	1759	52	0	0	0	0	1932	0	0	0
1715898646.083604	zeek	271	1623	3271970	0	1623	0.000316	-	513	520	1	0	0	4	5	1	1759	45	0	0	0	0	3220	0	0	0
1715898946.084009	zeek	271	2935	5885256	0	2935	0.000462	-	626	619	1	1	0	4	4	1	1779	53	0	0	0	0	8959	0	0	0
1715899246.085142	zeek	271	4549	9173583	0	4549	0.000361	-	614	618	2	0	1	4	3	2	1770	50	0	0	0	0	8065	0	0	0
1715899546.086411	zeek	271	5679	10679864	0	5679	0.000470	-	1396	1397	3	1	0	41	4	1	1926	52	0	0	0	0	5511	0	0	0
1715899846.087641	zeek	271	5588	11025325	0	5588	0.000588	-	813	811	4	0	0	11	5	1	1953	57	0	0	0	0	5152	0	0	0
1715900146.088836	zeek	271	10324	20644355	0	10324	0.000377	-	575	577	5	1	0	4	4	1	1895	55	0	0	0	0	16838	0	0	0
1715900446.089130	zeek	271	15754	31790734	0	15754	0.000370	-	687	687	6	0	0	6	3	1	1983	56	0	0	0	0	46339	0	0	0
1715900746.090623	zeek	271	3309	6597088	0	3309	0.000592	-	684	684	6	1	0	6	4	1	1933	60	0	0	0	0	13997	0	0	0
1715901046.091189	zeek	271	90	20546	0	90	0.000347	-	456	454	0	0	0	6	3	1	1797	49	0	0	0	0	0	0	0	0
1715901346.093186	zeek	271	5172	9969748	0	5172	0.000572	-	1306	1309	0	1	0	30	4	1	1823	44	0	0	0	0	0	0	0	0
1715901646.093623	zeek	271	14	2974	0	14	0.000596	-	365	360	0	0	0	0	3	1	1680	48	0	0	0	0	0	0	0	0
1715901946.095042	zeek	271	18	3842	0	18	0.000615	-	353	358	0	1	0	0	4	1	1667	44	0	0	0	0	0	0	0	0
1715902246.095739	zeek	271	7324	14667212	0	7324	0.000366	-	910	906	5	0	0	12	5	1	1853	59	0	0	0	0	31591	0	0	0
1715902546.097842	zeek	271	17304	34971079	0	17304	0.000470	-	762	768	4	0	0	5	6	2	1960	52	0	0	0	0	14273	0	0	0
1715902846.098399	zeek	271	227	55810	0	227	0.000458	-	630	624	2	1	0	18	6	2	1873	57	0	0	0	0	2160	0	0	0
1715903146.099671	zeek	271	147	37088	0	147	0.000552	-	526	527	0	0	0	12	3	2	1712	46	0	0	0	0	0	0	0	0
1715903446.100908	zeek	271	174	27109	0	174	0.000443	-	683	684	1	1	0	2	14	3	1713	48	0	0	0	0	1231	0	0	0
1715903746.101368	zeek	271	28	3748	0	28	0.000311	-	366	365	0	0	0	1	3	1	1743	47	0	0	0	0	0	0	0	0
1715904046.101832	zeek	271	18	3842	0	18	0.000643	-	360	361	0	1	0	0	4	1	1674	46	0	0	0	0	0	0	0	0
1715904346.103216	zeek	271	14	2974	0	14	0.000322	-	360	359	0	0	0	0	3	1	1674	46	0	0	0	0	0	0	0	0
1715904646.104768	zeek	271	249	63403	0	249	0.000526	-	633	634	2	1	0	21	4	1	1740	51	0	0	0	0	2160	0	0	0
1715904946.105183	zeek	271	113	28513	0	113	0.000560	-	477	479	0	0	0	9	3	1	1699	43	0	0	0	0	0	0	0	0
1715905246.105650	zeek	271	3612	7042524	0	3612	0.000683	-	780	775	6	1	0	9	4	1	1777	61	0	0	0	0	29720	0	0	0
1715905546.106807	zeek	271	7791	15424125	0	7791	0.000688	-	549	547	4	0	0	2	4	1	1917	58	0	0	0	0	7084	0	0	0
1715905846.107989	zeek	271	9615	19116754	0	9615	0.000416	-	496	505	4	1	0	2	6	1	1879	50	0	0	0	0	12236	0	0	0
1715906146.108459	zeek	271	4843	9580451	0	4843	0.000644	-	485	477	4	0	0	2	3	1	1889	57	0	0	0	0	16100	0	0	0
1715906446.108893	zeek	271	6630	12622256	0	6630	0.000587	-	793	792	0	1	0	25	4	1	1920	52	0	0	0	0	0	0	0	0
1715906746.109618	zeek	271	61	12261	0	61	0.000554	-	399	405	0	0	0	4	3	1	1697	44	0	0	0	0	0	0	0	0
1715907046.110382	zeek	271	21	4244	0	21	0.000663	-	371	368	0	1	0	0	6	2	1683	48	0	0	0	0	0	0	0	0
1715907346.111659	zeek	271	3340	6678418	0	3340	0.000429	-	847	851	6	0	0	11	3	1	1753	56	0	0	0	0	8635	0	0	0
1715907646.113011	zeek	271	34	4730	0	34	0.000522	-	380	376	0	1	0	0	4	1	1838	54	0	0	0	0	0	0	0	0
1715907946.113757	zeek	271	14	2974	0	14	0.000509	-	361	365	0	0	0	0	3	1	1669	43	0	0	0	0	0	0	0	0
1715908246.115249	zeek	271	3712	6780100	0	3712	0.000294	-	1377	1375	3	1	0	42	4	1	1897	55	0	0	0	0	75	0	0	0
1715908546.115754	zeek	271	30	3862	0	30	0.000310	-	369	371	0	0	0	0	3	1	1705	43	0	0	0	0	0	0	0	0
1715908846.117020	zeek	271	18	3842	0	18	0.000488	-	364	359	0	1	0	0	4	1	1678	49	0	0	0	0	0	0	0	0
1715909146.209153	zeek	271	397	757742	0	397	0.000478	-	464	469	1	0	0	2	3	1	1677	45	0	0	0	0	1231	0	0	0
1715909446.209520	zeek	271	12055	24124350	0	12055	0.000696	-	486	481	1	1	0	2	6	1	1789	51	0	0	0	0	0	0	0	0
1715909746.210078	zeek	271	24218	41282218	0	24218	0.000512	-	12311	12317	4	0	0	7	3859	1	9570	51	0	0	0	0	7084	0	0	0
1715910046.210698	zeek	271	29091	49807317	0	29091	0.000270	-	15318	15319	2	1	0	32	4708	1	11357	48	0	0	0	0	24726	0	0	0
1715910346.211266	zeek	271	38271	68484010	0	38271	0.000357	-	17065	17059	5	0	0	6	5421	1	12717	58	0	0	0	0	29805	0	0	0
1715910646.212430	zeek	271	39425	81166199	0	39425	0.000381	-	611	616	4	1	0	6	6	2	1970	55	0	0	0	0	12065	0	0	0
1715910946.212708	zeek	271	5650	11633964	0	5650	0.000369	-	488	485	4	0	0	2	3	1	1856	54	0	0	0	0	16139	0	0	0
1715911246.213316	zeek	271	25904	53488367	0	25904	0.000405	-	517	517	3	1	0	1	4	1	1879	52	0	0	0	0	0	0	0	0
1715911546.213633	zeek	271	23701	48868939	0	23701	0.000546	-	479	480	4	0	0	3	3	1	1875	52	0	0	0	0	28528	0	0	0
1715911846.213975	zeek	271	35276	72291296	0	35276	0.000398	-	972	973	3	1	0	30	4	1	1972	51	0	0	0	0	57130	0	0	0
1715912146.214651	zeek	271	5656	11666308	0	5656	0.000429	-	369	365	1	0	0	0	3	1	1805	50	0	0	0	0	14829	0	0	0
